,MinTemp,MaxTemp,Precipitation,ReferenceET,Date,co2ppm
0,6.4991455,9.349518,0.19531554644345306,0.4956120597056139,1995-01-01,355.40662
1,4.2905273,9.189545,4.266286140773445,0.5010170916510783,1995-01-02,355.40662
2,4.3598633,7.863617,0.04393862072902266,0.38942598774967613,1995-01-03,355.40662
3,7.894226,11.836273,4.304306453559548,0.44697760798324493,1995-01-04,355.40662
4,3.900299,10.808685,11.253362568095326,0.6801954931654841,1995-01-05,355.40662
5,3.519928,5.9663696,2.7741661411710083,0.4308020644362439,1995-01-06,355.40662
6,6.052704,8.501709,12.298533925786614,0.3497843030040628,1995-01-07,355.40662
7,3.8927917,8.356781,12.873967085033655,0.44911602817951585,1995-01-08,355.40662
8,2.9738464,5.34021,1.284250634489581,0.6164531604656838,1995-01-09,355.40662
9,2.983307,4.97995,1.8375005631241947,0.6336176367755544,1995-01-10,355.40662
10,4.5566406,7.8241577,0.40138909535016865,0.5394917525185899,1995-01-11,355.40662
11,6.925873,9.771301,0.4079641876160167,0.3985856947678966,1995-01-12,355.40662
12,9.749451,11.448578,7.569095562212169,0.34165851441384765,1995-01-13,355.40662
13,8.817749,11.27005,2.354975533671677,0.3892225243907864,1995-01-14,355.40662
14,7.881439,10.2743225,0.13999169495946262,0.40190416193188383,1995-01-15,355.40662
15,6.9802246,8.8927,0.16476706514367834,0.44791800699719403,1995-01-16,355.40662
16,5.3868103,9.578949,0.9149524150416255,0.477675934061639,1995-01-17,355.40662
17,1.8757324,10.213898,4.623957769945264,1.1653977487191307,1995-01-18,355.40662
18,5.3160706,8.692566,4.685165255796164,0.3964355254694848,1995-01-19,355.40662
19,5.1999817,11.140533,0.4051646450534463,0.6778865736353328,1995-01-20,355.40662
20,5.6894226,11.659943,0.596476110513322,0.964899657199402,1995-01-21,355.40662
21,6.0624695,11.129669,9.504340798594058,0.5710431578152286,1995-01-22,355.40662
22,4.4789734,10.367706,5.3649942856282,0.6087765384045382,1995-01-23,355.40662
23,4.755005,6.1956787,0.1688061143795494,0.6217603031762319,1995-01-24,355.40662
24,4.732483,8.06955,0.010548158570600208,0.8068506626497784,1995-01-25,355.40662
25,7.0541077,10.055481,3.3499997458420694,0.3739286657167379,1995-01-26,355.40662
26,7.0556335,10.175812,0.8602562535088509,0.964777364366182,1995-01-27,355.40662
27,9.067352,11.223846,3.488805633969605,0.3309534065998463,1995-01-28,355.40662
28,3.1487732,10.420074,7.301784725859761,0.74407055042801,1995-01-29,355.40662
29,3.5108032,6.3375854,4.692963883280754,0.563994333268666,1995-01-30,355.40662
30,1.2036438,5.7105713,1.7816984618548304,0.8499827871493224,1995-01-31,355.40662
31,0.08706665,10.327789,14.934234274551272,1.045317628680816,1995-02-01,355.40662
32,7.614197,12.647522,5.624262266792357,0.6677220413308473,1995-02-02,355.40662
33,6.6469727,11.853882,16.13369593396783,0.6993634076452783,1995-02-03,355.40662
34,4.351349,7.51886,0.4541153262834996,0.8525853754643101,1995-02-04,355.40662
35,2.485138,6.866089,0.7547971123130992,0.7302873175343578,1995-02-05,355.40662
36,5.1228943,9.965149,0.017966435098060174,0.7113158136545208,1995-02-06,355.40662
37,6.5674133,12.641388,1.3913683709688485,1.1907769006253077,1995-02-07,355.40662
38,3.372589,7.577606,3.1224565347656608,1.0936290719392283,1995-02-08,355.40662
39,2.5386963,9.992828,0.2520847752748523,0.8262263782666666,1995-02-09,355.40662
40,9.022736,12.920319,6.078298464551324e-06,1.3345573827444759,1995-02-10,355.40662
41,5.1779785,12.430481,0.06450511973525863,1.4084845471422194,1995-02-11,355.40662
42,2.092987,5.2729797,0.005559675855693058,1.191291991727922,1995-02-12,355.40662
43,3.9004822,9.214691,0.2087109605781734,0.7981570711996588,1995-02-13,355.40662
44,6.7996216,9.573334,0.2785904551274143,0.9660438617227798,1995-02-14,355.40662
45,0.5580139,6.7061462,0.05650085731758736,1.4574934379349702,1995-02-15,355.40662
46,0.57943726,5.4551697,7.410346836156378e-07,1.3489179750574638,1995-02-16,355.40662
47,2.7246704,5.729004,2.4749751028139144,0.5024206924814657,1995-02-17,355.40662
48,2.3781128,5.828827,2.841225654748314e-06,1.3389981521490206,1995-02-18,355.40662
49,3.2974854,9.542664,6.410588091239333,0.8117143541609608,1995-02-19,355.40662
50,2.5015564,3.6852112,0.6576501604286022,1.1030645619687764,1995-02-20,355.40662
51,2.2815552,6.79068,1.3529384974390268,1.2982410662793302,1995-02-21,355.40662
52,2.0781555,6.865448,6.256353738717735,0.8464356863860396,1995-02-22,355.40662
53,2.6270447,4.5293884,0.04776380374096334,1.0513521603149778,1995-02-23,355.40662
